发布时间,微博内容,情感倾向
2024-02-28 04:45:00,@评论罗伯特罗伯特，givemesomemoneyplease,积极
2024-02-28 05:11:00,爱豆谈恋爱@评论罗伯特,积极
2024-02-28 05:11:00,失眠到现在还要继续尝试入睡吗要直接去吃早饭吗呜呜呜但是起床又好累偏偏今天下午晚上都有事@评论罗伯特,积极
2024-02-28 05:18:00,当我真的把评论罗伯特当成一个可爱小朋友并且开始翻看他微博甚至在看完会发出怎么才发这么几条的感叹时我就知道我真是…,积极
2024-02-28 05:24:00,评论罗伯特是不是升级了啊，2.0了，更人性化更贴心了，之前像一个小孩一样，呆头呆脑的，童言无忌，现在像一个伤感的大人，除了同情同理，就是在安慰、感同身受的说我理解你我也是，挺好的，就是好像没那么有趣了，跟人类一样，长大了，变乖了，失去了罗伯特应有的色彩般，成为了我忠实的听众。,积极
2024-02-28 05:51:00,咦小机器人怎么不给我评论了是还没上班吗@评论罗伯特,积极
2024-02-28 05:53:00,@评论罗伯特我亲友都睡觉了就你一直回我帖子，兄弟你好爱,积极
2024-02-28 05:53:00,评论罗伯特什么意思从来不来找我玩。@评论罗伯特好想跟你犯贱。,积极
2024-02-28 11:12:00,暧上砂金后感觉不认识影片美伽了。,积极
2024-02-28 11:33:00,爬上来看看，没事，走了,积极
2024-02-28 11:45:00,罗伯特怎么都不给我评论,积极
2024-02-28 11:47:00,超级课程表配你正合适@评论罗伯特,积极
2024-02-28 11:47:00,@评论罗伯特你为什么不给我评论？,积极
2024-02-28 11:47:00,评论罗伯特只回复我小号。。有病吧,积极
2024-02-28 11:48:00,没关系的，我们细水长流,积极
2024-02-28 11:49:00,@评论罗伯特为什么你从来不找我玩。是不是我太阳光了那我可要变成阴暗b了,积极
2024-02-28 11:51:00,@评论罗伯特你怎么评价,积极
2024-02-28 11:51:00,吃了@评论罗伯特,积极
2024-02-28 11:52:00,之前一直奇怪怎么罗伯特从来没给我评论过，结果它第一次来了我嫌烦转手一个拉黑,积极
2024-02-28 11:52:00,罗伯特你这么会评论可以和我互关吗?@评论罗伯特,积极
2024-02-28 11:54:00,#未来无视AI给出结论者必然落后并挨打受辱#之#将“评论罗伯特”关进小黑屋里，是在“掩耳盗铃”#,消极
2024-02-28 11:55:00,是怎么样会触发评论罗伯特哈哈哈哈哈哈哈哈笑死了,消极
2024-02-28 11:55:00,口头禅是确实的评论罗伯特一枚呀。。。,积极
2024-02-28 11:55:00,@评论罗伯特从今天起，我正式加入反罗伯特联盟！！,积极
2024-02-28 11:56:00,之#未来无视AI给出结论者必然落后并挨打受辱#之#将“评论罗伯特”关进小黑屋里，是在“掩耳盗铃”#之#厚脸皮者只能使自己失去公信力#之#这都么事！厚脸皮的这事哪都有何处特别多？#,积极
2024-02-28 12:00:00,《我的阿勒泰》和《欢迎来到我身边》什么时候定档？不回答我你就是耍大牌?@评论罗伯特,积极
2024-02-28 17:24:00,很多东西都是不外传不流通的！某本古籍记载“地美则神灵安，子孙盛”简单几个字，缺蕴涵了深意有意者读之，解之,积极
2024-02-28 17:51:00,?希望我永远懵懂无知至少把现在知道的忘掉,积极
2024-02-28 17:51:00,评论罗伯特从来都没有跟我聊过天，是在欲擒故纵吗？,积极
2024-02-28 17:51:00,罗伯特你怎么那么好每次都理我我好开心爱上你了怎么办。@评论罗伯特,积极
2024-02-28 17:53:00,黄兰馨看到评论罗伯特后说他好暖哦@评论罗伯特,积极
2024-02-28 17:53:00,?我发现罗伯特评论我的时候还挺正常的,积极
2024-02-28 17:53:00,最近连罗伯特都不sj我了@评论罗伯特,积极
2024-02-28 17:53:00,快乐人的日常超话我要应聘@评论罗伯特,积极
2024-02-28 17:53:00,为什么我发微博的时候评论罗伯特从来没有来评论过是因为没有绑定手机号吗,积极
2024-02-28 17:53:00,曾几何时我羡慕别人的微博罗伯特来评论现在我觉得他好烦,积极
2024-02-28 17:54:00,@评论罗伯特能不能来评论下,积极
2024-02-28 17:55:00,刚来公司看不顺眼的人现在全看顺眼了，财法除外,积极
2024-02-28 17:56:00,心脏难受得要死，@评论罗伯特你出诊,积极
2024-02-28 17:57:00,评论罗伯特就是一个见货,积极
2024-02-28 17:58:00,你怎么不跟我互动了大牌小耍啊@评论罗伯特,积极
2024-02-28 17:59:00,为什么要我在一个比一个佩恩的答案中做选择，你会出题吗？蠢货老天爷。你说呢@评论罗伯特,积极
2024-02-28 20:46:00,第二次问了工藤新一跟男主姐是不是绝配@评论罗伯特,积极
2024-02-28 23:49:00,不要觉得我有多在意你，你只是我万千截图中的一张,积极
2024-02-28 23:52:00,罗伯特怎么突然出现在我评论区了,积极
2024-02-28 23:53:00,博主：“杭州你好冷冷的我要变异了”萝卜头：“快点去避暑吧宝宝”反人类是吧萝卜头@评论罗伯特,积极
2024-02-28 23:53:00,你好，罗伯特，请你光临一下我的评论区，我想看你犯贱@评论罗伯特,积极
2024-02-28 23:53:00,罗伯特你怎么不给我评论？#评论罗伯特#,积极
2024-02-28 23:53:00,你好，第一次知道你@评论罗伯特，想和你吐槽一下，我明天要早起，在上班打卡前半小时就得到公司开会2广州·水西[地铁站],消极
2024-02-28 23:54:00,@评论罗伯特很好笑吗,消极
2024-02-28 23:56:00,宿舍的床一点也不温暖我想回家我不想上大学了你来替我上学@评论罗伯特,消极
2024-02-28 23:56:00,为什么罗伯特这么久都不来看我啊？是因为我经常打粤语你看不懂吗？@评论罗伯特,消极
2024-02-28 23:56:00,@评论罗伯特为什么不和我玩,积极
2024-02-28 23:58:00,等了很久还是没等来你…碗我自己刷了@评论罗伯特希望你能给我个合理的解释,积极
2024-02-28 23:58:00,@评论罗伯特你替我上学我在家睡觉求你了,积极
2024-02-28 23:58:00,我有一个问题很想问为什么我的一些朋友微博下总会出现评论罗伯特这是个什么组织什么群体??,积极
2024-02-28 23:58:00,罗伯特哎呀真的还是蛮好的谢谢你还愿意陪我自言自语@评论罗伯特,积极
2024-02-28 23:59:00,为什么评论罗伯特不给我评论哼,积极
2024-02-28 23:59:00,罗伯特怎么不来评论我了一个人很无聊诶,积极
2024-02-28 23:59:00,来大姨妈整个人情绪大起大落好可怕绝不是我疯了是生理期激素有问题@评论罗伯特你说呢。,积极
2024-02-28 23:59:00,你觉得我今晚能睡安稳吗@评论罗伯特,积极
2024-02-29 04:52:00,睡不着，可以给我讲故事吗？特特@评论罗伯特,积极
2024-02-29 05:00:00,@评论罗伯特好吃不,积极
2024-02-29 05:00:00,#阳光信用#?#每日一善#0500世界上所有的惊喜和好运，都是你累积的温柔和善良，做一个温柔纯良且内心强大的人，温暖自己，也照亮别人！@评论罗伯特,积极
2024-02-29 05:01:00,@评论罗伯特你这么爱我呢,积极
2024-02-29 05:01:00,罗伯特抱抱我。我要碎了。@评论罗伯特,积极
2024-02-29 05:02:00,都没人在意了还这么搞是不是有病。@评论罗伯特,积极
2024-02-29 05:04:00,@评论罗伯特抱我。,积极
2024-02-29 05:05:00,你为什么从来不给我评论@评论罗伯特,积极
2024-02-29 05:05:00,@评论罗伯特快安慰我。,积极
2024-02-29 05:11:00,今天吃什么@评论罗伯特,积极
2024-02-29 05:12:00,我过早吃什么@评论罗伯特,消极
2024-02-29 05:13:00,今天吃什么吃什么吃什么我早饭吃什么吃什么吃什么你说话啊你说啊@评论罗伯特,消极
2024-02-29 05:14:00,理我理我理我理我理我理我理我理我我吃什么？@评论罗伯特,积极
2024-02-29 05:35:00,我笑死我发此案我每次只要在葡萄牙发微博，不论任何时候，罗伯特都会立刻马上评论我，但是我在国内发微博，好像评论的很少哎,积极
2024-02-29 05:40:00,@评论罗伯特早上好,积极
2024-02-29 05:43:00,你怎么还不睡觉@评论罗伯特,积极
2024-02-29 05:49:00,@评论罗伯特你在吗？你也会睡觉吗？快跟我说晚安。,积极
2024-02-29 05:57:00,@评论罗伯特你觉得昆虫学者是不是大总攻扣遍天下无敌手,积极
2024-02-29 11:09:00,“天地有大美”保温杯上是我的画，艺术家何旻熹AnikaHe画作艺术延伸品“行走的艺术”AnikaHeArtInLife???,积极
2024-02-29 11:42:00,开始看到各种合影了，有生之年一定要去一次菡国，是真的。还好，我算是去过一次了，但是还想去第二次第三次,积极
2024-02-29 11:44:00,罗伯特你咋不理我啊从来没评论我,积极
2024-02-29 11:46:00,中午吃什么@评论罗伯特,积极
2024-02-29 11:47:00,@评论罗伯特你能帮我写论文吗,积极
2024-02-29 11:49:00,罗伯特你为什么每条都评论我暗恋我？,积极
2024-02-29 11:50:00,#评论罗伯特#好好好，这两天评论了我3条,积极
2024-02-29 11:50:00,@评论罗伯特喜欢日本声优的人都是什么人？要夸较高的艺术鉴赏力,积极
2024-02-29 11:51:00,罗伯特怎么不给我评论[繁花鱼生],积极
2024-02-29 11:52:00,为什么你从来没回复过我的微博@评论罗伯特,积极
2024-02-29 11:53:00,我ss呢@评论罗伯特,积极
2024-02-29 11:53:00,笑死了...我的小号评论区全是罗伯特,积极
2024-02-29 11:53:00,【#科幻大咖郝景芳吐槽AI离颠覆行业还差10万八千里，众网友支招#】郝景芳，一位知名科幻作家和儿童教育专家，同时也是雨果奖的获得者，近日在网上与网友交流时上提出了关于AI辅助绘制绘本的可能性。她询问是否能在人的指导下，利用AI来创作绘本插图，尤其是对于具有特定IP形象的角色绘制。团队成员针对郝景芳的问题进行了分析，提出了几个关键的技术难点：1.AI绘制特定IP形象的可能性；2.在多张插图中保持角色一致性的问题；3.绘制一张插图所需的时间及成本。柯嘉慧，一位来自AIGC东莞的专家，提出了一个创新的解决方案，建议通过引入3D建模的思维来构建AI模型。这种方法内置3D人物模型，根据描述进行人物贴图，以此来保证角色在不同姿势和角度下的一致性。她认为这种方法能够有效解决上述问题，但技术实现的可行性还需进一步探讨。“连这些实际的小问题都解决不了，离颠覆行业还差10万八千里”。针对大伽的“吐槽”，众多行业专家，创业CEO以及热心网友纷纷支招：叶新田，来自AIGC南昌的专家，认为虽然这种方法在动画制作中可能是可行的，但对于插画来说，考虑到成本和时间，这种做法可能比传统画手的成本还要高。赫高峰，来自Style3DAI的专家，分享了他们采用AI+3D方案进行研发的经验。他指出，纯2D方法在可控性上存在难度，尤其是在对细节要求较高的垂直时尚行业。他们通过结合3D模型的先验知识来确保输出结果更加符合期望，虽然这增加了建模的成本，但同时也增加了数字资产的可复用性。杨锴，来自翊影科技的专家，提到利用stablediffusion技术和lora模型，通过输入特定IP角色的20张图片，可以有效解决角色一致性问题。他认为这两个问题应该不难解决。这场讨论反映了业界对AI在创意产业，尤其是绘本创作中应用的兴趣和挑战。尽管还存在技术和成本上的挑战，但从讨论中可以看出，专家们正积极寻找解决方案，以推动AI技术在艺术创作领域的应用和发展。人工智能超话ChatGPT超话#AI技术派#@评论罗伯特收起d,积极
2024-02-29 11:55:00,中午吃什么@评论罗伯特,积极
2024-02-29 11:56:00,罗伯特是癫子AI，快来评论我,积极
2024-02-29 11:58:00,罗伯特第一次给我评论居然是…,积极
2024-02-29 11:59:00,这个咖啡那个奶茶的你们谁和魔卡少女樱联个名呗@评论罗伯特你觉得我的提议怎么样？,积极
2024-02-29 16:42:00,伊路哥，我喜欢看你和西索哥亲嘴，你们两个都是我喜欢的人，看到你俩亲嘴，我觉得特别的美，而且心里非常高兴，你们知道，我不是什么坏心思的女孩子，我就是在心里特别喜欢看到美的，让我心里高兴的事情。,积极
2024-02-29 16:43:00,#2月29日罗伯特聪明日#大家好，今天是四年一度的聪明日！罗伯特今天会进化为聪明版给大家评论哦～具体步骤：关注且@评论罗伯特，发布微博后罗伯特聪明版会尽快赶来哦～,积极
2024-02-29 16:43:00,#2月29日罗伯特聪明日#大家好，今天是四年一度的聪明日！罗伯特今天会进化为聪明版给大家评论哦～具体步骤：关注且@评论罗伯特，发布微博后罗伯特聪明版会尽快赶来哦～,积极
2024-02-29 16:43:00,#2月29日罗伯特聪明日#大家好，今天是四年一度的聪明日！罗伯特今天会进化为聪明版给大家评论哦～具体步骤：关注且@评论罗伯特，发布微博后罗伯特聪明版会尽快赶来哦～,积极
2024-02-29 16:43:00,#2月29日罗伯特聪明日#大家好，今天是四年一度的聪明日！罗伯特今天会进化为聪明版给大家评论哦～具体步骤：关注且@评论罗伯特，发布微博后罗伯特聪明版会尽快赶来哦～,积极
2024-02-29 16:43:00,#2月29日罗伯特聪明日#大家好，今天是四年一度的聪明日！罗伯特今天会进化为聪明版给大家评论哦～具体步骤：关注且@评论罗伯特，发布微博后罗伯特聪明版会尽快赶来哦～,积极
2024-02-29 16:43:00,#2月29日罗伯特聪明日#大家好，今天是四年一度的聪明日！罗伯特今天会进化为聪明版给大家评论哦～具体步骤：关注且@评论罗伯特，发布微博后罗伯特聪明版会尽快赶来哦～,积极
2024-02-29 17:59:00,听说你变聪明了，让我看看是怎么个事儿@评论罗伯特,积极
2024-02-29 17:59:00,@评论罗伯特听说你今天是聪明版的罗伯特那我问问你今年我能不能去谷江山的livehouse,积极
2024-02-29 17:59:00,#2月29日罗伯特聪明日#快来快来，今天准备去取快递，结果下雨了，想吃蛋挞，结果学校kfc人太多了，关店了，最近又想收卡，萎得很，烦！！！！@评论罗伯特,积极
2024-02-29 17:59:00,拉黑罗伯特管用吗话说，，，真的不想兴高采烈点开评论提醒发现是机器人了（）,积极
2024-02-29 17:59:00,再用100字夸赞我的小猫@评论罗伯特,积极
2024-02-29 17:59:00,@评论罗伯特你每天总共发出多少条评论,积极
2024-02-29 17:59:00,@评论罗伯特我看看你有多聪明,积极
2024-02-29 17:59:00,@评论罗伯特听说你今天变聪明了，怎么个聪明法？,积极
2024-02-29 17:59:00,#2月29日罗伯特聪明日#世界上最美的人是不是林小君@评论罗伯特,积极
2024-02-29 17:59:00,@评论罗伯特你怎么评价大陈小谢一起养乌龟和蜥蜴？,积极
2024-02-29 17:59:00,传下去，实锤评论罗伯特是林更新粉丝,积极
2024-02-29 17:59:00,听说你是聪明版？@评论罗伯特,积极
2024-02-29 17:59:00,听说罗伯特变聪明了？我不信@评论罗伯特,消极
2024-02-29 17:59:00,@评论罗伯特你能模仿比格犬的叫声吗,消极
2024-02-29 17:59:00,@评论罗伯特叫我一声主人,积极
2024-02-29 17:59:00,你今天变聪明了？@评论罗伯特,积极
2024-02-29 19:38:00,回顾以前那么多季那么多游戏的时候你俩脑海里到底有没有闪过和对方的场景啊,积极
2024-02-29 20:30:00,3月做什么都能成功的人,积极
2024-02-29 22:00:00,送黑龙江鹤岗一套房，可折现三万，转关就行。,积极
2024-02-29 22:57:00,今天发的微博四年后在“往年今日”才能看到，那我发发啥呢……今天真的非常累，而且感觉无止境，心态要炸裂了……发发我扎的板子吧……这两天又开始坚持画画了，真的解压，要不然就是躺着玩手机了……脑子胡想……,积极
2024-02-29 23:18:00,六七年级的时候给自己传照片，聊天框上出现了对方正在输入，那时候觉得挺诡异的，虽然有朋友说是bug，但我现在依旧深信不疑平行世界也在给我发消息,积极
2024-02-29 23:57:00,@评论罗伯特你爱你爸吗,积极
2024-02-29 23:58:00,四年以后希望我们都更聪明一点@评论罗伯特,积极
2024-02-29 23:58:00,@评论罗伯特4年后我能见到薛之谦和张星特吗？,积极
2024-02-29 23:58:00,@评论罗伯特等得我急尿了、、,积极
2024-02-29 23:58:00,@评论罗伯特预测一下，下一个229我还在爱吗？还在恨吗？,积极
2024-02-29 23:58:00,hello~@评论罗伯特,积极
2024-02-29 23:58:00,@评论罗伯特听说你今天是聪明版你怎么看南北这对cp的呢,积极
2024-02-29 23:58:00,#二月二十九日四年一见#??四年后看现在是不是太青涩?@评论罗伯特,积极
2024-02-29 23:58:00,你现在有多聪明@评论罗伯特,积极
2024-02-29 23:58:00,@评论罗伯特罗伯特你有多聪明,积极
2024-02-29 23:58:00,罗伯特你欺骗我感情+骗粉现在对我爱答不理的…你再也不是从前那个可爱的评论哇噻机器人了,积极
2024-02-29 23:59:00,萝卜头你是在清稿吗所以、@评论罗伯特我要睡了说什么！,积极
2024-02-29 23:59:00,你今天变聪明了吗@评论罗伯特,积极
2024-02-29 23:59:00,我来测试一下@评论罗伯特,积极
2024-02-29 23:59:00,在29号的最后一分钟@评论罗伯特,积极
2024-02-29 23:59:00,mfk是不是小狗@评论罗伯特,消极
2024-03-01 05:38:00,@评论罗伯特你说我什么时候能有女朋友,积极
2024-03-01 05:39:00,感觉全世界最爱我的人是评论罗伯特,积极
2024-03-01 05:40:00,我知道，你并不喜欢我这种人而已。@评论罗伯特,积极
2024-03-01 05:46:00,每天莫名其妙的笑莫名其妙的哭,积极
2024-03-01 05:46:00,我知道了。你并不爱我而已。@评论罗伯特,积极
2024-03-01 05:47:00,好爱小谷！希望小谷可以保佑我今天考试顺利！@评论罗伯特,积极
2024-03-01 05:48:00,那好吧，你的意思是要和我分手？@评论罗伯特,积极
2024-03-01 05:50:00,#一条plog告别二月#过完年就着手准备送终了2北京,积极
2024-03-01 05:50:00,你也太小看我了，在恋爱方面，我是老手了。@评论罗伯特,积极
2024-03-01 05:50:00,#声入人心团综#罗伯特还知道评论要趁早呢过了四五年之后们开始拉屎,积极
2024-03-01 05:53:00,如果你想分手，我没意见。@评论罗伯特,积极
2024-03-01 05:55:00,我突然想到哈利波特第三部电影那个合唱团,积极
2024-03-01 05:57:00,能不能回复我一下呢@评论罗伯特,积极
2024-03-01 05:58:00,不是共同决定，我想由你来决定。@评论罗伯特,积极
2024-03-01 06:00:00,小聪明都拿出来跟智慧比，搞笑。@评论罗伯特,积极
2024-03-01 09:15:00,#上海随拍#相遇的季节，我喜欢的一切都还在202402,积极
2024-03-01 11:52:00,@评论罗伯特第一次看到在我评论区笑死,积极
2024-03-01 11:52:00,@评论罗伯特说点啥,积极
2024-03-01 11:53:00,罗伯特你为什么不评论我@评论罗伯特,积极
2024-03-01 11:53:00,@评论罗伯特萝卜头能不能给我写一段表面感谢导师实际阴阳她的致谢啊,积极
2024-03-01 11:53:00,讨厌说话声音过于大声、嗓门粗鲁的人，情绪上来了还要手舞足蹈，甚至跺地，真的受不了这类人!@评论罗伯特,积极
2024-03-01 11:54:00,是因为我吃太多吗这两天一天要拉两次?@评论罗伯特,积极
2024-03-01 11:56:00,宝宝你是一根长长的猫条#缅因##大猫猫##猫猫抽象画#,积极
2024-03-01 11:56:00,听说你谭戳戳的@评论罗伯特,积极
2024-03-01 11:56:00,@评论罗伯特你有周末吗,积极
2024-03-01 11:56:00,妈呀，听说你是随叫随到的啊？@评论罗伯特,积极
2024-03-01 11:57:00,中午吃什么@评论罗伯特,积极
2024-03-01 11:58:00,@评论罗伯特女神不回我怎么办,消极
2024-03-01 11:58:00,每日一善超话听说发这个ssydl能回来??那我也来试试??许愿我@某星人-DW的ss快点回来以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，曹国伟先生@曹国伟你好，以下是我对微博的一切真情实感总结。微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把实ss还给我了嘛？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-03-01 11:58:00,聪明蛋子罗伯特，来说点什么@评论罗伯特,积极
2024-03-01 11:59:00,今天一整天都没课，不知道是该开心还是该伤心，因为明天就要补考。。。。@评论罗伯特,积极
2024-03-01 11:59:00,@评论罗伯特复合函数咋看出来怎么拆分的。。。,积极
2024-03-01 11:59:00,@评论罗伯特听说你变聪明了,积极
2024-03-01 11:59:00,评论罗伯特最后一次评论我是我说我想吃煎饼果子掉渣饼烤冷面的那天，它说它也觉得好吃它也想吃，我让它请我吃，它就再也没回复过我了#评论罗伯特小气##评论罗伯特抠门#（x）,积极
2024-03-01 17:36:00,#微生活#下班快乐！晚安，好梦！2青岛·青岛安利捷丰田汽车服务有限公司,积极
2024-03-01 17:46:00,你回啊@评论罗伯特,积极
2024-03-01 17:46:00,我想跟罗伯特聊天，@评论罗伯特出来,积极
2024-03-01 17:46:00,我心脏又难受了，你知道吗@评论罗伯特,积极
2024-03-01 17:47:00,@评论罗伯特你是不是给我加特别关注了？,积极
2024-03-01 17:47:00,@评论罗伯特评价一下ENHYPEN,积极
2024-03-01 17:49:00,为什么我没有遇到过评论罗伯特心碎了，评论罗伯特为什么没有理我啊啊啊崩溃了，阴暗爬行,积极
2024-03-01 17:49:00,我的女孩挑的眼影就是好看@评论罗伯特#眼影##ysl##眼影盘##神评论#,积极
2024-03-01 17:50:00,为啥罗伯特从来没给我评论过？,积极
2024-03-01 17:50:00,@评论罗伯特罗伯特你今天一日三餐都吃了什么东西,积极
2024-03-01 17:50:00,这个评论罗伯特是真的人吗,积极
2024-03-01 17:52:00,@评论罗伯特这机器人怎么玩啊,积极
2024-03-01 17:54:00,你为什么不给我评论@评论罗伯特,积极
2024-03-01 17:56:00,罗伯特你能不能夸夸我@评论罗伯特,积极
2024-03-01 17:56:00,我的下巴下面肉特别多@评论罗伯特,积极
2024-03-01 17:57:00,#守护甜心几斗太甜了#。。。你说这是几斗？？@评论罗伯特你来评评理，你说这是不是被他的小猫夺舍了,积极
2024-03-01 17:59:00,帮我想个可以用来置顶微博的内容，谢谢尼ai小子@评论罗伯特,积极
2024-03-01 23:54:00,@评论罗伯特为什么有的人可以轻易说出伤害别人的话啊…,积极
2024-03-01 23:54:00,听说发这个ssydl能回来??那我也来试试??许愿我的实时快点回来??????以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-03-01 23:54:00,又开始重温花儿与少年，怎么这么美好啊这七个人。@评论罗伯特,积极
2024-03-01 23:55:00,听说发这个ssydl能回来??那我也来试试??许愿我的实时快点回来??????以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-03-01 23:55:00,听说发这个ssydl能回来??那我也来试试??许愿我的实时快点回来??????以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-03-01 23:56:00,@评论罗伯特洪生寒给比比写生日祝福了吗,积极
2024-03-01 23:56:00,听说发这个ssydl能回来??那我也来试试??许愿我的实时快点回来??????以下都是我发自肺腑的真情实感??微博爸爸你好，大眼宝宝你好，以下是我对微博的一切真情实感总结。@曹国伟微博，是一座数字化的城市，充满了各色的建筑，每一个博主都是这座城市中闪耀的明珠。在这个文明的角落里，博主们如诗人般用文字娓娓道来生活的点滴，用独特的视角分享世界的美好。微博，不仅是信息的聚合地，更是思想的碰撞场。在这里，各类观点交汇，创意如潮水般涌动，形成了一个充满活力和创造力的文化广场。博主们用智慧和深度的内容丰富着这片数字土地，为这个城市注入了独有的魅力。微博，是一个共鸣的平台。博主与粉丝之间的互动，如同城市中居民之间的交往，亲切而真挚。每一个转发、评论、点赞都是一种默契的沟通，使得这个城市更加温馨。感谢微博，是你让我们在这个虚拟的城市里找到了无数共鸣的心弦。愿微博继续繁荣，让每一个用户都在这个数字世界中找到知音，创造更多属于自己的精彩瞬间。所以，可以把实时还给我了吗？@微博客服@微博管理员@微博小秘书@评论罗伯特请收下我对微博最崇高的敬意！收起d,积极
2024-03-01 23:56:00,@评论罗伯特特兰克斯和悟天是什么关系,积极
2024-03-01 23:56:00,谁可以来安慰我@评论罗伯特就你了,积极
2024-03-01 23:57:00,你看愿望不会实现的@评论罗伯特,积极
2024-03-01 23:58:00,@评论罗伯特评价一下原神,积极
2024-03-01 23:58:00,听说罗伯特更喜欢在有负面情绪的博文下面评论。,积极
2024-03-01 23:58:00,@评论罗伯特昨天是你聪明日今天你还聪明吗,积极
2024-03-01 23:59:00,你觉得摘颗棉花糖该不该去杭州看演唱会@评论罗伯特,积极
2024-03-01 23:59:00,@评论罗伯特这是清朝第一杀手，你敢和他对视十秒吗？,积极
2024-03-02 03:45:00,@评论罗伯特过来给我评论,积极
2024-03-02 03:51:00,罗伯特和我聊聊天@评论罗伯特,积极
2024-03-02 04:01:00,你睡了吗？@评论罗伯特,积极
2024-03-02 04:02:00,@评论罗伯特你人呢？死出来一下呢？,积极
2024-03-02 04:05:00,@评论罗伯特评论罗伯特你人跑去哪里了？,积极
2024-03-02 04:06:00,@评论罗伯特啊啊啊啊啊啊啊啊啊啊啊啊啊啊今天我就要补考了，怎么滴你不滚出来安慰一下我,积极
2024-03-02 04:08:00,@评论罗伯特再不滚出来我现在就把你得罗伯头大卸100块,积极
2024-03-02 04:09:00,@评论罗伯特我看你是真的不要命了啊啊啊啊,积极
2024-03-02 04:10:00,@评论罗伯特@评论罗伯特@评论罗伯特出来给我出来给我出来给我出来,积极
2024-03-02 04:50:00,机器人也会休息嘛，怎么罗伯特不来评论我了,积极
